qx,qy,qz,qw,tx,ty,tz,tx_smooth,ty_smooth,tz_smooth
0.05669025606513789,0.09501497818774136,-0.06740817528934491,0.1231666077905062,0.07900030204475188,0.955494499327448,0.2561624320996189,0.07900030204475188,0.955494499327448,0.2561624320996189
0.05665999171548874,0.0951272469801307,-0.06741805661329975,0.12021673100767565,0.08371552929175681,0.9560050834591436,0.2541533604577413,0.08371552929175681,0.9560050834591436,0.2541533604577413
0.05671369254131215,0.09489258652758292,-0.06738164896406988,0.12212663675085465,0.08417045958046479,0.9564078266197488,0.25156411536036233,0.08417045958046479,0.9564078266197488,0.25156411536036233
0.05671072105325925,0.09470427330749306,-0.06737602564290246,0.11921901283170935,0.07831072923609875,0.9582625895110328,0.2477641484467599,0.07831072923609875,0.9582625895110328,0.2477641484467599
0.056599386371459226,0.09434422897593828,-0.06749207523933791,0.10512410324830908,0.06338787434011406,0.9627557238312314,0.2408989737841093,0.06338787434011406,0.9627557238312314,0.2408989737841093
0.056684711034332584,0.09355417115184728,-0.06744442074764727,0.09897925084241263,0.05838171616017625,0.9667461189278924,0.2284657903519516,0.05838171616017625,0.9667461189278924,0.2284657903519516
0.05684060407250146,0.09308431869045099,-0.0673168852902652,0.09571416567182132,0.05728298018314685,0.9690849894030188,0.22007215578417252,0.07203565583378704,0.9606795472970736,0.2427258537549594
0.0569003771230131,0.09280268971447504,-0.06721066658463754,0.09765696193687746,0.06013081886021966,0.9703092409162106,0.2129492563880114,0.06934001537885387,0.9627959389526113,0.23655254293901543
0.056916608785615434,0.09255913713661497,-0.06702246135204662,0.10773403958147504,0.07159163976464279,0.9680618718561644,0.2147655527886976,0.06760803116069472,0.9645183372950427,0.23092571327200923
0.056741847297200325,0.0925335180772503,-0.06698784324175905,0.11422813265711974,0.08563583015363754,0.9648228461591852,0.22076074994766615,0.06781736981400512,0.9657204829435335,0.2265252324987669
0.05680705004255938,0.09280769484169256,-0.06699026391891855,0.1132278120113523,0.09082291256580048,0.9641581736717832,0.2221028186889334,0.06960482457539106,0.9665627092522123,0.22285932824764884
0.05687180249146684,0.09281862645061244,-0.06701551229930316,0.11759357131122287,0.09462532774840887,0.9633213418505168,0.221877868192618,0.0740673179194332,0.9666435118263959,0.22014202744886438
0.056765388696246026,0.09287006820295918,-0.06706529115435332,0.10921109518358577,0.07248288000191927,0.9669813808514574,0.2185547315825106,0.07608176989682505,0.9666771206726195,0.21872616191037283
0.05675800909100081,0.09243287226153618,-0.06709327431828804,0.10114823031373853,0.058142423727758887,0.970596676061344,0.2105483331392846,0.07620454754605534,0.9668930759095231,0.217365615818246
0.056837350644541325,0.09232889216014642,-0.06706579930173684,0.10190064930343884,0.05702191025850891,0.9710771158747116,0.20826422559814375,0.07576041774581097,0.9670027723321661,0.2166963257054078
0.056822199524286576,0.09246360166837764,-0.06707886960807219,0.10536124950676146,0.06010050375532445,0.9700066045900032,0.21065165753211415,0.07411882688733691,0.9672805912941431,0.2161086263830387
0.05679837822488287,0.09323233305096416,-0.06703455987270546,0.11441267188886647,0.08121660038936362,0.966205924942404,0.21623994678548866,0.07348750834958348,0.9674781739774598,0.21546279735987048
0.056832097738647724,0.09341578924323854,-0.06707781425364101,0.11596974929797785,0.09039451401180117,0.9648920734366168,0.2176307529727237,0.07342630855615502,0.9675830168010072,0.2148239308289834
0.05686622773408322,0.093266661905119,-0.06706561629736252,0.116903481475989,0.0949809184916177,0.9648575260553406,0.2153187329190621,0.07347710723375626,0.9678024716874106,0.21388691150418973
0.056764076068507426,0.09304792700252118,-0.06720051337948946,0.10621003906943373,0.0883485174717662,0.9680645732848816,0.20920073384488666,0.07574362687230583,0.967957213463614,0.21255062611310052
0.056711732747581574,0.0924995491774804,-0.06724328685642056,0.09308652480915684,0.06715734724908404,0.9731241732246548,0.1996350055108334,0.07703147308963801,0.968318284486944,0.21099157930903603
0.05679808391411713,0.09195898129450583,-0.06719871308373182,0.09272401450583953,0.06203565634076159,0.9749361686719462,0.19249234550173672,0.0777477225299598,0.9688695777436916,0.20873845358097792
0.05687597429622915,0.09135426190615713,-0.06719864421650434,0.09180065725327093,0.06647945786422349,0.9763906632874996,0.1838868643248684,0.07865900168837399,0.9697815861290484,0.2049149116942286
0.05673910662014081,0.09154677403942138,-0.06712560449544497,0.09298104618700552,0.07503467209686229,0.9755094954562792,0.18467687782181405,0.07777586907515951,0.9711106676310308,0.20040590184227508
0.056867344281251335,0.09145580403571946,-0.0668909713910324,0.10281100069090644,0.08735023574395058,0.9735080176049256,0.18461305249747095,0.07734097217975229,0.972341516797932,0.1956890874886675
0.056853537094518576,0.09142471482890084,-0.06688890874041878,0.10288720215236616,0.08784699082053657,0.9733660379327636,0.18508295162336036,0.07632183965531213,0.9735570184947068,0.19136969016071007
0.056807533163965473,0.0913921239277411,-0.06689210587313565,0.10027589891683653,0.09054405679817827,0.9734549709117714,0.1847483050388892,0.07663548813051387,0.9743270752985482,0.18787648604556764
0.05679219356236554,0.09136483053234418,-0.06690235870906436,0.09831367869033528,0.09077353993969188,0.9738278055018372,0.18372259035543093,0.08000922994345785,0.9744275941952887,0.18560328388051012
0.0566713184015939,0.09138019880699444,-0.06697326840948511,0.08877550816185417,0.07691429050661631,0.9765524367767638,0.18041185513008198,0.08213474911000855,0.9746584896388342,0.1838774995417022
0.05664055903284454,0.09129677063477827,-0.06707966508380936,0.08010852064397225,0.06667013531991453,0.9785868224779364,0.17749799957240592,0.08216198874653584,0.9749722266660393,0.18296480457706465
0.056800682375716775,0.09104698698836516,-0.06702029112709096,0.0831998420476368,0.06417349548738929,0.9795046165643764,0.17184371666933945,0.08061039208803969,0.9755429582529105,0.18113149584099691
0.05668612239598969,0.0912356169365862,-0.06707680830086167,0.08285137211672285,0.06528371126260785,0.9788148540504812,0.17548553997687588,0.07745803144784788,0.9763010777451326,0.1798275654809119
0.05671063085951295,0.09135536714456756,-0.06704661524626065,0.09001497935266224,0.07424251048962345,0.9769901026119026,0.1785376769427257,0.07551453425771741,0.9768188012707242,0.17889252624082122
0.056643961833971475,0.09170276393661707,-0.06705874782700905,0.09238264182965693,0.08375747299523596,0.9750023319143138,0.18390373878775407,0.07454502228586854,0.9770398528425162,0.17877187391923055
0.05650477058726833,0.09247826480616822,-0.06719605612320456,0.09536072954165396,0.09987701444981352,0.9715407765838092,0.1924563170372107,0.07584551864445732,0.9767131344256548,0.18001954915948484
0.05633744087957587,0.09270871710198396,-0.06732820852542383,0.09238693631684633,0.1048980148979806,0.9704024004484726,0.1969270032977065,0.07984319355750934,0.9758345578073272,0.1823788560405741
0.056278377862747815,0.0927537728809964,-0.06731308156487736,0.09026471070138392,0.10610580219416396,0.970164781036198,0.19842915033014888,0.08547686025383065,0.9746314090299357,0.18536902043453743
0.05626765878348383,0.09279376898128966,-0.06724090000862826,0.08253459123259171,0.0917617530835348,0.9727912027887264,0.19607424062831547,0.08941803991042287,0.9736723499191287,0.18883052385724827
0.056425361807427576,0.0923038338478723,-0.06708687841540006,0.08205274736537947,0.07532623714043225,0.976105155664461,0.18657982607543347,0.09085268646439777,0.9732852501496977,0.190415421871328
0.05650186726667966,0.09187244187635274,-0.06707013793513936,0.08406593294992927,0.06709951423478586,0.9771731489229912,0.1832026498955576,0.08983225842799238,0.9733113996227105,0.19108184657887545
0.056573988805596616,0.0916352992881122,-0.06700552853691477,0.08590439954043234,0.08125565969103606,0.9765671005140659,0.17981837438545425,0.08947485652739237,0.9735349379941037,0.19049822309283268
0.05655505908793551,0.09174794820091914,-0.06692529106780187,0.09267249394994914,0.09578701123204494,0.9740662064541452,0.18284333100706773,0.08889057035342544,0.9738957136898664,0.18912493937424074
0.056590857499846485,0.0917771472687372,-0.06689917525475908,0.09949714525671616,0.09984987179163037,0.9723680904308196,0.18609300755872035,0.08816940705251827,0.9741765265444877,0.18757722569724258
0.056456611767259975,0.09192809294767074,-0.0669751956182234,0.09460835410207637,0.09544896611636436,0.9726165855317298,0.1896199641938384,0.08664700189854692,0.9745267843295642,0.18631877053491244
0.056328647725236485,0.09183390033159773,-0.06696353692020507,0.08965959856602547,0.09612824857359772,0.9732350768109532,0.18850467708061194,0.08727078696855596,0.9745901949041677,0.1852374043138119
0.056352802091250265,0.091453657947704,-0.0669980472135471,0.08425029283158837,0.08064634795393923,0.9766921987236852,0.18019545884121047,0.08803080279905696,0.9746740581983419,0.18432535185177987
0.05653863595887049,0.09107214870179144,-0.0668519391969058,0.08059193979256284,0.06404619128363948,0.9798217401601104,0.17132537148716773,0.08759461380603607,0.9750524283750731,0.18262859779343849
0.05683883602166773,0.09059512553255583,-0.06674169611379592,0.08498785994126061,0.057489039375903016,0.9811991520481436,0.1634634269141031,0.08419938233244562,0.9757141500227979,0.18029217672610237
0.056761409348282006,0.09067408470776228,-0.06679187780142981,0.08373199320684922,0.057908058799387575,0.9810980263033748,0.1645669418138568,0.07878810341349451,0.9767186957155444,0.17768126398421508
0.056848641113455,0.09059947909474064,-0.06670159685910187,0.08982599192459327,0.06507646082275084,0.9804617740945266,0.16245325326643173,0.07382047327508319,0.9778749362389314,0.17430415622817388
0.05687872723193271,0.0908196447922878,-0.06667115298723575,0.0954981225242362,0.07890037999637761,0.9784734035375314,0.16505952458687595,0.07145638954365648,0.9787116245254737,0.17079552199860792
0.0569185159315011,0.0908703162747917,-0.06666020808964734,0.09731842335700416,0.08323586273300088,0.9778561225589428,0.16552439485571405,0.06961462013785694,0.9793717739180435,0.1675126245379082
0.05683597459942735,0.0910505570432002,-0.06673722378251162,0.09787976321206336,0.0903003910002396,0.9767242297719247,0.16815220580781412,0.07099376914447124,0.9793763497820781,0.1657921598188517
0.056852708971676484,0.0910386207713914,-0.06676018199886903,0.09720427619490853,0.09288775238104814,0.9768172504027142,0.16658708229909575,0.0751139921583868,0.9789471369595931,0.1651152613634128
0.056783292810096635,0.09082356360140743,-0.06689645109576092,0.08448602622501332,0.07302061008052411,0.9805035451968896,0.16168767539377088,0.07733278797333273,0.9788477645522714,0.16486158257479414
0.05681271539953703,0.0902713773965439,-0.06694619106718737,0.07347645670355725,0.05226831494116467,0.984260946054516,0.15198561202977026,0.07652711027930088,0.9792996102310069,0.16306424974849623
0.0568992091143865,0.08995539120917218,-0.06690906125693974,0.07389517786145071,0.04818529493309385,0.9851048352515994,0.14760130506967511,0.07411408658077846,0.9799629046820166,0.16094254286324525
0.05691724552880606,0.0898699358761886,-0.06683226665546743,0.07308889997690976,0.05230530032486067,0.9855768496278948,0.14338911124915008,0.07031478948484748,0.9809776826949265,0.15784676952928425
0.05692030544440041,0.08970553942434117,-0.06680803743510992,0.07494904213618349,0.06014233814534235,0.9854608783253306,0.1401156468475609,0.06701571454375342,0.9820640763758399,0.1542169483852623
0.05695796649925211,0.08961447952570227,-0.06673670267269037,0.07676768928742046,0.06737792891798673,0.9851476119870533,0.1380257755763616,0.06374107710343159,0.9832674166922867,0.14991317263791185
0.05706487524259485,0.0893931100916916,-0.06656518704435505,0.08148187462721015,0.07609912475984447,0.9846414326575896,0.13435354322993204,0.06134270172897389,0.9843851570144112,0.14530838134231697
